FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6087120200,"Census Tract 1202, Santa Cruz County, California",ca,140,0,6,87,120200,Census Tract 1202,,4724,4724,3499,54,121,74.07,1.14,2.56,52671,104,54,16,18,2.5,1.3,0.38,0.43,30,2103,1349,47,0,182,64.15,2.23,0,8.65,0.4823
6087120301,"Census Tract 1203.01, Santa Cruz County, California",ca,140,0,6,87,120301,Census Tract 1203.01,,4650,4650,4086,0,59,87.87,0,1.27,59015,117,177,202,0,2.57,3.89,4.44,0,27,2467,1859,0,0,75,75.35,0,0,3.04,0.4467
6087120302,"Census Tract 1203.02, Santa Cruz County, California",ca,140,0,6,87,120302,Census Tract 1203.02,,3729,3729,3361,0,43,90.13,0,1.15,55600,59,11,0,0,1.64,0.31,0,0,35,1682,1304,50,0,57,77.53,2.97,0,3.39,0.4089
6087120400,"Census Tract 1204, Santa Cruz County, California",ca,140,0,6,87,120400,Census Tract 1204,,4921,4921,4108,53,11,83.48,1.08,0.22,59614,16,29,40,53,0.33,0.59,0.81,1.08,38,2538,2048,30,67,21,80.69,1.18,2.64,0.83,0.3759
6087120500,"Census Tract 1205, Santa Cruz County, California",ca,140,0,6,87,120500,Census Tract 1205,,5686,5686,4766,14,337,83.82,0.25,5.93,71352,0,166,14,0,0,2.96,0.25,0,41,3078,2124,21,0,28,69.01,0.68,0,0.91,0.391
6087120600,"Census Tract 1206, Santa Cruz County, California",ca,140,0,6,87,120600,Census Tract 1206,,4283,4283,3757,31,63,87.72,0.72,1.47,63641,19,89,0,0,0.45,2.13,0,0,34,2319,1824,34,0,0,78.65,1.47,0,0,0.4079
6087120700,"Census Tract 1207, Santa Cruz County, California",ca,140,0,6,87,120700,Census Tract 1207,,4150,4150,3578,9,183,86.22,0.22,4.41,59799,84,64,0,0,2.04,1.56,0,0,27,2320,1701,0,66,72,73.32,0,2.84,3.1,0.3656
6087120800,"Census Tract 1208, Santa Cruz County, California",ca,140,0,6,87,120800,Census Tract 1208,,6157,6157,5099,58,429,82.82,0.94,6.97,81678,240,17,16,0,3.96,0.28,0.26,0,30,2709,1905,78,8,39,70.32,2.88,0.3,1.44,0.4616
6087120901,"Census Tract 1209.01, Santa Cruz County, California",ca,140,0,6,87,120901,Census Tract 1209.01,,3745,3745,3249,9,97,86.76,0.24,2.59,68262,97,0,7,0,2.65,0,0.19,0,27,1828,1219,30,29,130,66.68,1.64,1.59,7.11,0.44
6087120902,"Census Tract 1209.02, Santa Cruz County, California",ca,140,0,6,87,120902,Census Tract 1209.02,,5004,5004,3632,4,425,72.58,0.08,8.49,70041,160,47,0,0,3.27,0.96,0,0,22,2760,2211,14,0,70,80.11,0.51,0,2.54,0.4677
6087121000,"Census Tract 1210, Santa Cruz County, California",ca,140,0,6,87,121000,Census Tract 1210,,3090,3090,2565,0,134,83.01,0,4.34,85254,57,55,43,0,1.85,1.79,1.4,0,36,1632,1135,0,0,22,69.55,0,0,1.35,0.5132
6087121100,"Census Tract 1211, Santa Cruz County, California",ca,140,0,6,87,121100,Census Tract 1211,,3122,3122,2631,2,89,84.27,0.06,2.85,80650,31,13,0,0,1,0.42,0,0,31,1539,1144,27,0,50,74.33,1.75,0,3.25,0.5357
6087121200,"Census Tract 1212, Santa Cruz County, California",ca,140,0,6,87,121200,Census Tract 1212,,6718,6718,5459,103,259,81.26,1.53,3.86,80291,11,7,0,24,0.17,0.11,0,0.37,32,3285,2027,23,170,76,61.7,0.7,5.18,2.31,0.5227
6087121300,"Census Tract 1213, Santa Cruz County, California",ca,140,0,6,87,121300,Census Tract 1213,,4248,4248,3127,0,85,73.61,0,2,61876,649,86,32,0,15.5,2.05,0.76,0,21,2033,1542,21,76,48,75.85,1.03,3.74,2.36,0.4543
6087121401,"Census Tract 1214.01, Santa Cruz County, California",ca,140,0,6,87,121401,Census Tract 1214.01,,2967,2967,1941,46,68,65.42,1.55,2.29,44059,105,63,0,0,4.26,2.56,0,0,26,1291,972,32,36,49,75.29,2.48,2.79,3.8,0.4444
6087121402,"Census Tract 1214.02, Santa Cruz County, California",ca,140,0,6,87,121402,Census Tract 1214.02,,4626,4626,2854,19,316,61.69,0.41,6.83,45944,32,178,30,0,0.73,4.08,0.69,0,28,2433,1725,81,42,120,70.9,3.33,1.73,4.93,0.4134
6087121403,"Census Tract 1214.03, Santa Cruz County, California",ca,140,0,6,87,121403,Census Tract 1214.03,,3192,3192,2238,118,78,70.11,3.7,2.44,55451,126,88,36,0,4.22,2.95,1.21,0,21,1735,1367,45,64,39,78.79,2.59,3.69,2.25,0.5048
6087121501,"Census Tract 1215.01, Santa Cruz County, California",ca,140,0,6,87,121501,Census Tract 1215.01,,2548,2548,2229,71,61,87.48,2.79,2.39,75759,74,204,0,58,2.99,8.23,0,2.34,31,1460,1166,0,63,16,79.86,0,4.32,1.1,0.5574
6087121502,"Census Tract 1215.02, Santa Cruz County, California",ca,140,0,6,87,121502,Census Tract 1215.02,,2542,2542,1979,71,124,77.85,2.79,4.88,35061,114,124,2,0,4.85,5.27,0.09,0,24,1260,1059,31,71,33,84.05,2.46,5.63,2.62,0.3779
6087121601,"Census Tract 1216.01, Santa Cruz County, California",ca,140,0,6,87,121601,Census Tract 1216.01,,3741,3741,2780,17,0,74.31,0.45,0,73169,352,10,19,0,9.41,0.27,0.51,0,22,2242,1738,47,19,20,77.52,2.1,0.85,0.89,0.4324
6087121602,"Census Tract 1216.02, Santa Cruz County, California",ca,140,0,6,87,121602,Census Tract 1216.02,,2685,2685,2165,3,78,80.63,0.11,2.91,56775,41,54,0,0,1.55,2.04,0,0,29,1367,850,0,45,40,62.18,0,3.29,2.93,0.4742
6087121701,"Census Tract 1217.01, Santa Cruz County, California",ca,140,0,6,87,121701,Census Tract 1217.01,,4572,4572,2978,0,215,65.14,0,4.7,54419,374,87,0,0,8.48,1.97,0,0,27,2292,1348,86,17,250,58.81,3.75,0.74,10.91,0.4869
6087121702,"Census Tract 1217.02, Santa Cruz County, California",ca,140,0,6,87,121702,Census Tract 1217.02,,3392,3392,2552,0,154,75.24,0,4.54,56938,55,119,0,22,1.62,3.51,0,0.65,20,1980,1087,0,0,270,54.9,0,0,13.64,0.4229
6087121801,"Census Tract 1218.01, Santa Cruz County, California",ca,140,0,6,87,121801,Census Tract 1218.01,,1748,1748,1368,0,152,78.26,0,8.7,58905,105,39,0,0,6.16,2.29,0,0,26,956,849,0,0,7,88.81,0,0,0.73,0.3635
6087121802,"Census Tract 1218.02, Santa Cruz County, California",ca,140,0,6,87,121802,Census Tract 1218.02,,2366,2366,2004,0,153,84.7,0,6.47,78339,187,58,36,0,7.99,2.48,1.54,0,26,1045,670,21,0,44,64.11,2.01,0,4.21,0.5319
6087122001,"Census Tract 1220.01, Santa Cruz County, California",ca,140,0,6,87,122001,Census Tract 1220.01,,5293,5293,4399,10,228,83.11,0.19,4.31,65631,70,37,0,0,1.38,0.73,0,0,23,2382,1781,0,46,89,74.77,0,1.93,3.74,0.4349
6087122002,"Census Tract 1220.02, Santa Cruz County, California",ca,140,0,6,87,122002,Census Tract 1220.02,,2997,2997,2582,6,43,86.15,0.2,1.43,71241,0,16,0,0,0,0.54,0,0,27,1455,1047,0,0,43,71.96,0,0,2.96,0.3657
6087122004,"Census Tract 1220.04, Santa Cruz County, California",ca,140,0,6,87,122004,Census Tract 1220.04,,3096,3096,2753,18,92,88.92,0.58,2.97,72598,73,123,23,0,2.39,4.02,0.75,0,29,1500,1120,39,0,64,74.67,2.6,0,4.27,0.4419
6087122005,"Census Tract 1220.05, Santa Cruz County, California",ca,140,0,6,87,122005,Census Tract 1220.05,,4220,4220,3197,24,184,75.76,0.57,4.36,50454,92,45,0,0,2.18,1.07,0,0,29,2146,1691,32,0,98,78.8,1.49,0,4.57,0.3816
6087122100,"Census Tract 1221, Santa Cruz County, California",ca,140,0,6,87,122100,Census Tract 1221,,3550,3550,2547,16,126,71.75,0.45,3.55,73934,146,149,0,0,4.15,4.23,0,0,27,2059,1750,0,8,76,84.99,0,0.39,3.69,0.4776
6087122202,"Census Tract 1222.02, Santa Cruz County, California",ca,140,0,6,87,122202,Census Tract 1222.02,,2339,2339,2008,0,67,85.85,0,2.86,85151,5,69,0,0,0.21,2.96,0,0,35,1204,901,0,0,21,74.83,0,0,1.74,0.3813
6087122203,"Census Tract 1222.03, Santa Cruz County, California",ca,140,0,6,87,122203,Census Tract 1222.03,,3997,3997,3174,10,119,79.41,0.25,2.98,79645,40,0,0,0,1.01,0,0,0,33,2171,1351,0,0,0,62.23,0,0,0,0.503
6087122204,"Census Tract 1222.04, Santa Cruz County, California",ca,140,0,6,87,122204,Census Tract 1222.04,,3139,3139,2341,0,37,74.58,0,1.18,47825,10,0,0,0,0.32,0,0,0,28,1304,1062,43,0,15,81.44,3.3,0,1.15,0.3982
6087122205,"Census Tract 1222.05, Santa Cruz County, California",ca,140,0,6,87,122205,Census Tract 1222.05,,2671,2671,2409,17,97,90.19,0.64,3.63,87634,37,45,61,0,1.39,1.69,2.3,0,30,1174,889,0,22,0,75.72,0,1.87,0,0.4795
6087122300,"Census Tract 1223, Santa Cruz County, California",ca,140,0,6,87,122300,Census Tract 1223,,3939,3939,2585,7,71,65.63,0.18,1.8,52773,57,13,47,0,1.52,0.35,1.26,0,32,1992,1557,8,0,75,78.16,0.4,0,3.77,0.4322
6087122401,"Census Tract 1224.01, Santa Cruz County, California",ca,140,0,6,87,122401,Census Tract 1224.01,,2126,2126,1665,0,19,78.32,0,0.89,54759,62,0,0,0,3.03,0,0,0,31,891,712,20,35,58,79.91,2.24,3.93,6.51,0.6153
6087122402,"Census Tract 1224.02, Santa Cruz County, California",ca,140,0,6,87,122402,Census Tract 1224.02,,4363,4363,3028,0,133,69.4,0,3.05,71536,162,0,13,37,3.76,0,0.3,0.86,22,2197,1794,0,0,34,81.66,0,0,1.55,0.4051
6087122500,"Census Tract 1225, Santa Cruz County, California",ca,140,0,6,87,122500,Census Tract 1225,,6975,6975,1830,7,138,26.24,0.1,1.98,31013,15,69,0,0,0.22,1.02,0,0,24,2818,2315,19,0,43,82.15,0.67,0,1.53,0.3987
6087123100,"Census Tract 1231, Santa Cruz County, California",ca,140,0,6,87,123100,Census Tract 1231,,3048,3048,1873,0,32,61.45,0,1.05,38014,34,21,0,0,1.13,0.7,0,0,34,1331,1150,0,0,0,86.4,0,0,0,0.4658
6087123300,"Census Tract 1233, Santa Cruz County, California",ca,140,0,6,87,123300,Census Tract 1233,,1361,1361,888,75,15,65.25,5.51,1.1,55351,7,0,0,0,0.57,0,0,0,25,784,628,5,13,56,80.1,0.64,1.66,7.14,0.489
6087990100,"Census Tract 9901, Santa Cruz County, California",ca,140,0,6,87,990100,Census Tract 9901,,0,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,0,,,,,
6089010100,"Census Tract 101, Shasta County, California",ca,140,0,6,89,10100,Census Tract 101,,1834,1834,1334,93,38,72.74,5.07,2.07,18777,166,65,43,0,11.93,4.67,3.09,0,17,528,458,44,0,26,86.74,8.33,0,4.92,0.5136
6089010200,"Census Tract 102, Shasta County, California",ca,140,0,6,89,10200,Census Tract 102,,2396,2396,2043,59,42,85.27,2.46,1.75,31688,271,112,74,23,11.41,4.71,3.11,0.97,11,1011,802,0,61,60,79.33,0,6.03,5.93,0.4036
6089010300,"Census Tract 103, Shasta County, California",ca,140,0,6,89,10300,Census Tract 103,,4271,4271,3466,155,219,81.15,3.63,5.13,29395,511,29,38,7,12.23,0.69,0.91,0.17,12,1638,1486,6,0,70,90.72,0.37,0,4.27,0.3836
6089010400,"Census Tract 104, Shasta County, California",ca,140,0,6,89,10400,Census Tract 104,,4830,4830,3836,65,36,79.42,1.35,0.75,34460,171,42,99,8,3.81,0.94,2.21,0.18,19,2194,1940,73,71,0,88.42,3.33,3.24,0,0.4645
6089010500,"Census Tract 105, Shasta County, California",ca,140,0,6,89,10500,Census Tract 105,,5505,5505,5062,10,0,91.95,0.18,0,24522,247,341,14,0,4.85,6.7,0.28,0,16,2168,1936,18,11,132,89.3,0.83,0.51,6.09,0.4282
6089010601,"Census Tract 106.01, Shasta County, California",ca,140,0,6,89,10601,Census Tract 106.01,,2489,2489,2105,34,55,84.57,1.37,2.21,51239,0,0,18,0,0,0,0.73,0,16,1087,929,5,0,0,85.46,0.46,0,0,0.3912
6089010602,"Census Tract 106.02, Shasta County, California",ca,140,0,6,89,10602,Census Tract 106.02,,5340,5340,4537,41,345,84.96,0.77,6.46,47672,320,129,9,48,6.11,2.46,0.17,0.92,17,2026,1645,0,82,15,81.19,0,4.05,0.74,0.449
6089010603,"Census Tract 106.03, Shasta County, California",ca,140,0,6,89,10603,Census Tract 106.03,,1252,1252,920,21,86,73.48,1.68,6.87,44448,37,0,42,0,2.97,0,3.37,0,19,518,472,0,0,0,91.12,0,0,0,0.4419
6089010702,"Census Tract 107.02, Shasta County, California",ca,140,0,6,89,10702,Census Tract 107.02,,3001,3001,2376,1,36,79.17,0.03,1.2,45350,64,126,45,0,2.18,4.29,1.53,0,19,1394,1274,0,36,8,91.39,0,2.58,0.57,0.4444
6089010703,"Census Tract 107.03, Shasta County, California",ca,140,0,6,89,10703,Census Tract 107.03,,3607,3607,2503,96,211,69.39,2.66,5.85,40523,465,106,321,65,13.03,2.97,9,1.82,17,1732,1392,48,58,33,80.37,2.77,3.35,1.91,0.5173
6089010704,"Census Tract 107.04, Shasta County, California",ca,140,0,6,89,10704,Census Tract 107.04,,4022,4022,3185,223,75,79.19,5.54,1.86,26013,127,88,19,0,3.23,2.24,0.48,0,26,1619,1516,1,13,43,93.64,0.06,0.8,2.66,0.4138
6089010803,"Census Tract 108.03, Shasta County, California",ca,140,0,6,89,10803,Census Tract 108.03,,5538,5538,4154,224,443,75.01,4.04,8,33231,660,389,78,203,11.94,7.04,1.41,3.67,17,2648,2378,0,0,127,89.8,0,0,4.8,0.3712
6089010804,"Census Tract 108.04, Shasta County, California",ca,140,0,6,89,10804,Census Tract 108.04,,2185,2185,1657,0,147,75.84,0,6.73,35968,24,0,6,0,1.33,0,0.33,0,18,836,669,3,0,41,80.02,0.36,0,4.9,0.4738
6089010805,"Census Tract 108.05, Shasta County, California",ca,140,0,6,89,10805,Census Tract 108.05,,5548,5548,4717,6,164,85.02,0.11,2.96,34517,314,98,37,0,5.73,1.79,0.68,0,14,2289,2111,0,34,0,92.22,0,1.49,0,0.3511
6089010806,"Census Tract 108.06, Shasta County, California",ca,140,0,6,89,10806,Census Tract 108.06,,3203,3203,2844,0,44,88.79,0,1.37,31436,119,119,19,11,3.75,3.75,0.6,0.35,17,1408,1249,0,0,12,88.71,0,0,0.85,0.4299
6089010807,"Census Tract 108.07, Shasta County, California",ca,140,0,6,89,10807,Census Tract 108.07,,4640,4640,4059,11,164,87.48,0.24,3.53,46785,0,72,46,0,0,1.65,1.05,0,15,1709,1501,17,0,0,87.83,0.99,0,0,0.4507
6089010900,"Census Tract 109, Shasta County, California",ca,140,0,6,89,10900,Census Tract 109,,4514,4514,3357,53,167,74.37,1.17,3.7,32764,366,126,59,0,8.58,2.95,1.38,0,15,1922,1696,0,50,72,88.24,0,2.6,3.75,0.4453
6089011001,"Census Tract 110.01, Shasta County, California",ca,140,0,6,89,11001,Census Tract 110.01,,1609,1609,1291,0,90,80.24,0,5.59,52936,0,24,0,0,0,1.5,0,0,23,619,543,0,1,0,87.72,0,0.16,0,0.4344
6089011002,"Census Tract 110.02, Shasta County, California",ca,140,0,6,89,11002,Census Tract 110.02,,5364,5364,4607,90,70,85.89,1.68,1.3,37301,447,37,0,0,8.42,0.7,0,0,20,2488,2332,0,0,69,93.73,0,0,2.77,0.4386
6089011100,"Census Tract 111, Shasta County, California",ca,140,0,6,89,11100,Census Tract 111,,3347,3347,2819,12,76,84.22,0.36,2.27,42321,141,104,0,0,4.29,3.17,0,0,19,1422,1207,0,0,0,84.88,0,0,0,0.4004
6089011209,"Census Tract 112.09, Shasta County, California",ca,140,0,6,89,11209,Census Tract 112.09,,5738,5738,3620,74,608,63.09,1.29,10.6,31077,566,81,0,0,10.6,1.52,0,0,12,2395,2273,0,0,0,94.91,0,0,0,0.4381
6089011300,"Census Tract 113, Shasta County, California",ca,140,0,6,89,11300,Census Tract 113,,4955,4955,3839,46,243,77.48,0.93,4.9,33117,196,85,41,0,3.98,1.73,0.83,0,14,2611,2459,0,14,44,94.18,0,0.54,1.69,0.3634
6089011401,"Census Tract 114.01, Shasta County, California",ca,140,0,6,89,11401,Census Tract 114.01,,4288,4288,3233,22,73,75.4,0.51,1.7,35704,151,162,0,0,3.62,3.88,0,0,19,1819,1654,57,0,24,90.93,3.13,0,1.32,0.3689
6089011402,"Census Tract 114.02, Shasta County, California",ca,140,0,6,89,11402,Census Tract 114.02,,2810,2810,1960,1,428,69.75,0.04,15.23,48884,87,0,0,0,3.11,0,0,0,22,1267,1167,0,0,8,92.11,0,0,0.63,0.4812
6089011403,"Census Tract 114.03, Shasta County, California",ca,140,0,6,89,11403,Census Tract 114.03,,3322,3322,2480,67,128,74.65,2.02,3.85,31264,107,0,11,0,3.32,0,0.34,0,18,1283,1111,14,0,5,86.59,1.09,0,0.39,0.3687
6089011501,"Census Tract 115.01, Shasta County, California",ca,140,0,6,89,11501,Census Tract 115.01,,3296,3296,2838,1,75,86.1,0.03,2.28,43486,33,17,0,0,1.05,0.54,0,0,15,1540,1194,0,0,168,77.53,0,0,10.91,0.4724
6089011502,"Census Tract 115.02, Shasta County, California",ca,140,0,6,89,11502,Census Tract 115.02,,2715,2715,2658,2,0,97.9,0.07,0,33639,0,0,0,0,0,0,0,0,14,847,718,0,0,72,84.77,0,0,8.5,0.406
6089011600,"Census Tract 116, Shasta County, California",ca,140,0,6,89,11600,Census Tract 116,,3889,3889,3401,1,202,87.45,0.03,5.19,27736,229,245,0,0,5.93,6.34,0,0,24,1408,1267,0,0,0,89.99,0,0,0,0.4161
6089011701,"Census Tract 117.01, Shasta County, California",ca,140,0,6,89,11701,Census Tract 117.01,,3001,3001,2537,5,38,84.54,0.17,1.27,36789,92,40,0,0,3.11,1.35,0,0,18,1372,1310,0,0,17,95.48,0,0,1.24,0.4247
6089011702,"Census Tract 117.02, Shasta County, California",ca,140,0,6,89,11702,Census Tract 117.02,,3582,3582,2804,2,87,78.28,0.06,2.43,19929,162,0,16,0,4.56,0,0.45,0,17,1374,1210,7,7,47,88.06,0.51,0.51,3.42,0.3564
6089011703,"Census Tract 117.03, Shasta County, California",ca,140,0,6,89,11703,Census Tract 117.03,,2782,2782,2439,0,17,87.67,0,0.61,24899,168,0,9,0,6.05,0,0.32,0,25,1096,938,82,0,17,85.58,7.48,0,1.55,0.4458
6089011801,"Census Tract 118.01, Shasta County, California",ca,140,0,6,89,11801,Census Tract 118.01,,3057,3057,2663,0,197,87.11,0,6.44,39601,48,0,0,0,1.63,0,0,0,22,1327,1225,0,5,2,92.31,0,0.38,0.15,0.4572
6089011802,"Census Tract 118.02, Shasta County, California",ca,140,0,6,89,11802,Census Tract 118.02,,2746,2746,2348,0,129,85.51,0,4.7,38880,45,10,0,0,1.64,0.37,0,0,23,1052,927,0,0,18,88.12,0,0,1.71,0.3946
6089011803,"Census Tract 118.03, Shasta County, California",ca,140,0,6,89,11803,Census Tract 118.03,,2590,2590,2357,0,23,91,0,0.89,37080,56,71,0,0,2.2,2.78,0,0,22,1024,972,10,0,0,94.92,0.98,0,0,0.5009
6089011900,"Census Tract 119, Shasta County, California",ca,140,0,6,89,11900,Census Tract 119,,5052,5052,4394,36,22,86.98,0.71,0.44,53783,0,6,0,0,0,0.12,0,0,29,2088,1709,10,0,23,81.85,0.48,0,1.1,0.4283
6089012000,"Census Tract 120, Shasta County, California",ca,140,0,6,89,12000,Census Tract 120,,5157,5157,4146,10,247,80.4,0.19,4.79,24540,350,118,80,0,6.86,2.31,1.57,0,19,1966,1716,6,37,67,87.28,0.31,1.88,3.41,0.5155
6089012101,"Census Tract 121.01, Shasta County, California",ca,140,0,6,89,12101,Census Tract 121.01,,5105,5105,4039,7,80,79.12,0.14,1.57,31304,245,67,0,0,4.88,1.33,0,0,18,2297,2045,0,56,16,89.03,0,2.44,0.7,0.4208
6089012102,"Census Tract 121.02, Shasta County, California",ca,140,0,6,89,12102,Census Tract 121.02,,2298,2298,1947,0,15,84.73,0,0.65,31493,208,14,0,0,9.1,0.61,0,0,16,886,656,16,8,12,74.04,1.81,0.9,1.35,0.4939
6089012200,"Census Tract 122, Shasta County, California",ca,140,0,6,89,12200,Census Tract 122,,5637,5637,4570,59,65,81.07,1.05,1.15,39810,175,264,0,0,3.16,4.76,0,0,21,2286,2142,0,0,25,93.7,0,0,1.09,0.4894
6089012301,"Census Tract 123.01, Shasta County, California",ca,140,0,6,89,12301,Census Tract 123.01,,2618,2618,2074,30,8,79.22,1.15,0.31,26517,14,0,3,130,0.54,0,0.12,5.06,27,992,917,0,30,9,92.44,0,3.02,0.91,0.3782
6089012302,"Census Tract 123.02, Shasta County, California",ca,140,0,6,89,12302,Census Tract 123.02,,5597,5597,4729,0,0,84.49,0,0,32747,135,0,0,0,2.43,0,0,0,34,2249,2041,0,0,20,90.75,0,0,0.89,0.3562
6089012303,"Census Tract 123.03, Shasta County, California",ca,140,0,6,89,12303,Census Tract 123.03,,3603,3603,3072,19,61,85.26,0.53,1.69,43567,37,0,11,0,1.04,0,0.31,0,29,1523,1380,0,0,0,90.61,0,0,0,0.3777
6089012400,"Census Tract 124, Shasta County, California",ca,140,0,6,89,12400,Census Tract 124,,3364,3364,3004,0,55,89.3,0,1.63,55679,8,0,5,0,0.24,0,0.15,0,31,1355,1107,10,5,50,81.7,0.74,0.37,3.69,0.5368
6089012500,"Census Tract 125, Shasta County, California",ca,140,0,6,89,12500,Census Tract 125,,1382,1382,1230,7,56,89,0.51,4.05,33813,0,58,0,0,0,4.2,0,0,33,405,325,13,0,0,80.25,3.21,0,0,0.4301
6089012603,"Census Tract 126.03, Shasta County, California",ca,140,0,6,89,12603,Census Tract 126.03,,4111,4111,3517,38,36,85.55,0.92,0.88,39090,60,32,161,0,1.46,0.78,3.92,0,41,1515,1251,0,0,18,82.57,0,0,1.19,0.4144
6089012604,"Census Tract 126.04, Shasta County, California",ca,140,0,6,89,12604,Census Tract 126.04,,2218,2218,1926,0,25,86.83,0,1.13,38146,0,19,6,0,0,0.88,0.28,0,33,880,714,6,0,38,81.14,0.68,0,4.32,0.4408
6089012605,"Census Tract 126.05, Shasta County, California",ca,140,0,6,89,12605,Census Tract 126.05,,1983,1983,1786,0,3,90.07,0,0.15,47189,15,25,5,0,0.77,1.29,0.26,0,27,776,667,0,0,14,85.95,0,0,1.8,0.4614
6089012606,"Census Tract 126.06, Shasta County, California",ca,140,0,6,89,12606,Census Tract 126.06,,3407,3407,2384,31,85,69.97,0.91,2.49,37320,139,6,0,0,4.24,0.18,0,0,35,1115,877,35,0,70,78.65,3.14,0,6.28,0.5233
6089012701,"Census Tract 127.01, Shasta County, California",ca,140,0,6,89,12701,Census Tract 127.01,,4268,4268,3664,86,7,85.85,2.01,0.16,29330,48,98,27,0,1.17,2.4,0.66,0,22,1279,1083,0,0,143,84.68,0,0,11.18,0.4281
6089012702,"Census Tract 127.02, Shasta County, California",ca,140,0,6,89,12702,Census Tract 127.02,,2786,2786,2136,20,64,76.67,0.72,2.3,63616,46,0,0,0,1.77,0,0,0,20,1021,904,6,0,25,88.54,0.59,0,2.45,0.6154
6091010000,"Census Tract 100, Sierra County, California",ca,140,0,6,91,10000,Census Tract 100,,2916,2916,2600,7,0,89.16,0.24,0,37692,0,167,0,0,0,5.86,0,0,27,1216,1056,3,0,6,86.84,0.25,0,0.49,0.4793
6093000100,"Census Tract 1, Siskiyou County, California",ca,140,0,6,93,100,Census Tract 1,,1065,1065,803,11,0,75.4,1.03,0,17909,90,21,31,0,8.92,2.08,3.07,0,20,278,221,0,6,25,79.5,0,2.16,8.99,0.4015
6093000200,"Census Tract 2, Siskiyou County, California",ca,140,0,6,93,200,Census Tract 2,,1908,1908,1404,31,89,73.58,1.62,4.66,20556,0,2,11,0,0,0.11,0.61,0,16,693,554,13,0,8,79.94,1.88,0,1.15,0.4535
6093000300,"Census Tract 3, Siskiyou County, California",ca,140,0,6,93,300,Census Tract 3,,4393,4393,3688,13,32,83.95,0.3,0.73,27944,120,72,16,4,2.82,1.69,0.38,0.09,26,1551,1379,4,0,34,88.91,0.26,0,2.19,0.4137
6093000600,"Census Tract 6, Siskiyou County, California",ca,140,0,6,93,600,Census Tract 6,,1497,1497,1238,0,3,82.7,0,0.2,29812,19,46,24,0,1.28,3.1,1.62,0,21,584,487,0,0,28,83.39,0,0,4.79,0.391
6093000701,"Census Tract 7.01, Siskiyou County, California",ca,140,0,6,93,701,Census Tract 7.01,,3638,3638,3259,42,20,89.58,1.15,0.55,38575,187,23,26,0,5.25,0.65,0.73,0,17,1262,1199,0,0,14,95.01,0,0,1.11,0.4819
6093000702,"Census Tract 7.02, Siskiyou County, California",ca,140,0,6,93,702,Census Tract 7.02,,4059,4059,2885,183,2,71.08,4.51,0.05,25763,461,22,104,0,11.57,0.55,2.61,0,15,1701,1502,1,30,41,88.3,0.06,1.76,2.41,0.495
6093000703,"Census Tract 7.03, Siskiyou County, California",ca,140,0,6,93,703,Census Tract 7.03,,3593,3593,2981,7,0,82.97,0.19,0,31755,91,21,33,31,2.57,0.59,0.93,0.88,17,1293,1104,0,33,76,85.38,0,2.55,5.88,0.436
6093000800,"Census Tract 8, Siskiyou County, California",ca,140,0,6,93,800,Census Tract 8,,3382,3382,2710,48,17,80.13,1.42,0.5,32322,97,9,9,0,2.94,0.27,0.27,0,25,1239,1096,16,0,30,88.46,1.29,0,2.42,0.4105
6093000901,"Census Tract 9.01, Siskiyou County, California",ca,140,0,6,93,901,Census Tract 9.01,,4230,4230,3257,232,152,77,5.48,3.59,49031,253,404,31,0,6.24,9.97,0.76,0,16,1550,1233,0,13,62,79.55,0,0.84,4,0.6417
6093000902,"Census Tract 9.02, Siskiyou County, California",ca,140,0,6,93,902,Census Tract 9.02,,3622,3622,2885,58,112,79.65,1.6,3.09,38253,134,142,25,0,3.76,3.98,0.7,0,30,1327,1175,0,0,5,88.55,0,0,0.38,0.4269
